loan_id,document_status
LN00376,COMPLETE
LN00377,COMPLETE
LN00378,COMPLETE
LN00379,COMPLETE
LN00380,COMPLETE
LN00381,COMPLETE
LN00382,COMPLETE
LN00383,COMPLETE
LN00384,COMPLETE
LN00385,COMPLETE
LN00386,COMPLETE
LN00387,COMPLETE
LN00388,COMPLETE
LN00389,COMPLETE
LN00390,COMPLETE
LN00391,COMPLETE
LN00392,COMPLETE
LN00393,COMPLETE
LN00394,COMPLETE
LN00395,COMPLETE
LN00396,COMPLETE
LN00397,COMPLETE
LN00398,COMPLETE
LN00399,COMPLETE
LN00400,COMPLETE
LN00401,COMPLETE
LN00402,COMPLETE
LN00403,COMPLETE
LN00404,COMPLETE
LN00405,COMPLETE
LN00406,COMPLETE
LN00407,COMPLETE
LN00408,COMPLETE
LN00409,COMPLETE
LN00410,COMPLETE
LN00411,COMPLETE
LN00412,COMPLETE
LN00413,COMPLETE
LN00414,COMPLETE
LN00415,COMPLETE
LN00416,COMPLETE
LN00417,COMPLETE
LN00418,COMPLETE
LN00419,COMPLETE
LN00420,COMPLETE
LN00421,COMPLETE
LN00422,COMPLETE
LN00423,COMPLETE
LN00424,COMPLETE
LN00425,COMPLETE
LN00426,COMPLETE
LN00427,COMPLETE
LN00428,COMPLETE
LN00429,COMPLETE
LN00430,COMPLETE
LN00431,COMPLETE
LN00432,COMPLETE
LN00433,COMPLETE
LN00434,COMPLETE
LN00435,COMPLETE
LN00436,COMPLETE
LN00437,COMPLETE
LN00438,COMPLETE
LN00439,COMPLETE
LN00440,COMPLETE
LN00441,COMPLETE
LN00442,COMPLETE
LN00443,COMPLETE
LN00444,COMPLETE
LN00445,COMPLETE
LN00446,COMPLETE
LN00447,COMPLETE
LN00448,COMPLETE
LN00449,COMPLETE
LN00450,COMPLETE
LN00451,COMPLETE
LN00452,COMPLETE
LN00453,COMPLETE
LN00454,COMPLETE
LN00455,COMPLETE
LN00456,COMPLETE
LN00457,COMPLETE
LN00458,COMPLETE
LN00459,COMPLETE
LN00460,COMPLETE
LN00461,COMPLETE
LN00462,COMPLETE
LN00463,COMPLETE
LN00464,COMPLETE
LN00465,COMPLETE
LN00466,COMPLETE
LN00467,COMPLETE
LN00468,COMPLETE
LN00469,COMPLETE
LN00470,COMPLETE
LN00471,COMPLETE
LN00472,COMPLETE
LN00473,COMPLETE
LN00474,COMPLETE
LN00475,COMPLETE
LN00476,COMPLETE
LN00477,COMPLETE
LN00478,COMPLETE
LN00479,COMPLETE
LN00480,COMPLETE
LN00481,COMPLETE
LN00482,COMPLETE
LN00483,COMPLETE
LN00484,COMPLETE
LN00485,COMPLETE
LN00487,COMPLETE
LN00488,COMPLETE
LN00489,COMPLETE
LN00490,COMPLETE
LN00491,COMPLETE
LN00492,COMPLETE
LN00493,COMPLETE
LN00494,COMPLETE
LN00495,COMPLETE
LN00496,COMPLETE
LN00497,COMPLETE
LN00498,COMPLETE
LN00499,COMPLETE
LN00500,COMPLETE
LN00501,COMPLETE
LN00502,COMPLETE
LN00503,COMPLETE
LN00504,COMPLETE
LN00505,COMPLETE
LN00506,COMPLETE
LN00507,COMPLETE
LN00508,COMPLETE
LN00509,COMPLETE
LN00510,COMPLETE
LN00511,COMPLETE
LN00512,COMPLETE
LN00513,COMPLETE
LN00514,COMPLETE
LN00515,COMPLETE
LN00516,COMPLETE
LN00517,COMPLETE
LN00518,COMPLETE
LN00519,COMPLETE
LN00520,COMPLETE
LN00521,COMPLETE
LN00522,COMPLETE
LN00523,COMPLETE
LN00524,COMPLETE
LN00525,COMPLETE
LN00526,COMPLETE
LN00527,COMPLETE
LN00528,COMPLETE
LN00529,COMPLETE
LN00530,COMPLETE
LN00531,COMPLETE
LN00532,COMPLETE
LN00533,COMPLETE
LN00534,COMPLETE
LN00535,COMPLETE
LN00536,COMPLETE
LN00537,COMPLETE
LN00538,COMPLETE
LN00539,COMPLETE
LN00540,COMPLETE
LN00541,COMPLETE
LN00542,COMPLETE
LN00543,COMPLETE
LN00544,COMPLETE
LN00545,COMPLETE
LN00546,COMPLETE
LN00547,COMPLETE
LN00548,COMPLETE
LN00549,COMPLETE
LN00550,COMPLETE
LN00551,COMPLETE
LN00552,COMPLETE
LN00553,COMPLETE
LN00554,COMPLETE
LN00555,COMPLETE
LN00556,COMPLETE
LN00557,COMPLETE
LN00558,COMPLETE
LN00559,COMPLETE
LN00560,COMPLETE
LN00561,COMPLETE
LN00562,COMPLETE
LN00563,COMPLETE
LN00564,COMPLETE
LN00565,COMPLETE
LN00566,COMPLETE
LN00567,COMPLETE
LN00568,COMPLETE
LN00569,COMPLETE
LN00570,COMPLETE
LN00571,COMPLETE
LN00572,COMPLETE
LN00573,COMPLETE
LN00574,COMPLETE
LN00575,COMPLETE
LN00576,COMPLETE
LN00577,COMPLETE
LN00578,COMPLETE
LN00579,COMPLETE
LN00580,COMPLETE
LN00581,COMPLETE
LN00582,COMPLETE
LN00583,COMPLETE
LN00584,COMPLETE
LN00585,COMPLETE
LN00586,COMPLETE
LN00587,COMPLETE
LN00588,COMPLETE
LN00589,COMPLETE
LN00590,COMPLETE
LN00591,COMPLETE
LN00592,COMPLETE
LN00593,COMPLETE
LN00594,COMPLETE
LN00595,COMPLETE
LN00596,COMPLETE
LN00597,COMPLETE
LN00598,COMPLETE
LN00599,COMPLETE
LN00600,COMPLETE
LN00601,COMPLETE
LN00603,COMPLETE
LN00604,COMPLETE
LN00605,COMPLETE
LN00606,COMPLETE
LN00607,COMPLETE
LN00608,COMPLETE
LN00609,COMPLETE
LN00610,COMPLETE
LN00611,COMPLETE
LN00612,COMPLETE
LN00613,COMPLETE
LN00614,COMPLETE
LN00615,COMPLETE
LN00616,COMPLETE
LN00617,COMPLETE
LN00618,COMPLETE
LN00620,COMPLETE
LN00621,COMPLETE
LN00622,COMPLETE
LN00623,COMPLETE
LN00624,COMPLETE
LN00625,COMPLETE
LN00626,COMPLETE
LN00627,COMPLETE
LN00628,COMPLETE
LN00629,COMPLETE
LN00630,COMPLETE
LN00631,COMPLETE
LN00632,COMPLETE
LN00634,COMPLETE
LN00635,COMPLETE
LN00636,COMPLETE
LN00637,COMPLETE
LN00638,COMPLETE
LN00639,COMPLETE
LN00640,COMPLETE
LN00641,COMPLETE
LN00642,COMPLETE
LN00643,COMPLETE
LN00644,COMPLETE
LN00645,COMPLETE
LN00646,COMPLETE
LN00647,COMPLETE
LN00648,COMPLETE
LN00649,COMPLETE
LN00650,COMPLETE
LN00651,COMPLETE
LN00652,COMPLETE
LN00653,COMPLETE
LN00654,COMPLETE
LN00655,COMPLETE
LN00656,COMPLETE
LN00657,COMPLETE
LN00658,COMPLETE
LN00659,COMPLETE
LN00660,COMPLETE
LN00661,COMPLETE
LN00662,COMPLETE
LN00663,COMPLETE
LN00664,COMPLETE
LN00665,COMPLETE
LN00666,COMPLETE
LN00667,COMPLETE
LN00668,COMPLETE
LN00669,COMPLETE
LN00670,COMPLETE
LN00671,COMPLETE
LN00672,COMPLETE
LN00673,COMPLETE
LN00674,COMPLETE
LN00675,COMPLETE
LN00676,COMPLETE
LN00677,COMPLETE
LN00678,COMPLETE
LN00679,COMPLETE
LN00680,COMPLETE
LN00681,COMPLETE
LN00682,COMPLETE
LN00683,COMPLETE
LN00684,COMPLETE
LN00685,COMPLETE
LN00686,COMPLETE
LN00687,COMPLETE
LN00688,COMPLETE
LN00689,COMPLETE
LN00690,COMPLETE
LN00691,COMPLETE
LN00692,COMPLETE
LN00693,COMPLETE
LN00694,COMPLETE
LN00695,COMPLETE
LN00696,COMPLETE
LN00697,COMPLETE
LN00698,COMPLETE
LN00699,COMPLETE
LN00700,COMPLETE
LN00701,COMPLETE
LN00702,COMPLETE
LN00703,COMPLETE
LN00704,COMPLETE
LN00705,COMPLETE
LN00706,COMPLETE
LN00707,COMPLETE
LN00708,COMPLETE
LN00709,COMPLETE
LN00710,COMPLETE
LN00711,COMPLETE
LN00712,COMPLETE
LN00713,COMPLETE
LN00714,COMPLETE
LN00715,COMPLETE
LN00716,COMPLETE
LN00717,COMPLETE
LN00718,COMPLETE
LN00719,COMPLETE
LN00720,COMPLETE
LN00721,COMPLETE
LN00722,COMPLETE
LN00723,COMPLETE
LN00724,COMPLETE
LN00725,COMPLETE
LN00726,COMPLETE
LN00727,COMPLETE
LN00728,COMPLETE
LN00729,COMPLETE
LN00730,COMPLETE
LN00731,COMPLETE
LN00732,COMPLETE
LN00733,COMPLETE
LN00734,COMPLETE
LN00735,COMPLETE
LN00736,COMPLETE
LN00737,COMPLETE
LN00738,COMPLETE
LN00739,COMPLETE
LN00740,COMPLETE
LN00741,COMPLETE
LN00742,COMPLETE
LN00743,COMPLETE
LN00744,COMPLETE
LN00745,COMPLETE
LN00746,COMPLETE
LN00747,COMPLETE
LN00748,COMPLETE
LN00749,COMPLETE
LN00750,COMPLETE
LN00751,COMPLETE
LN00752,COMPLETE
LN00753,COMPLETE
LN00754,COMPLETE
LN00755,COMPLETE
LN00756,COMPLETE
LN00757,COMPLETE
LN00758,COMPLETE
LN00759,COMPLETE
LN00760,COMPLETE
LN00761,COMPLETE
LN00762,COMPLETE
LN00763,COMPLETE
LN00764,COMPLETE
LN00766,COMPLETE
LN00767,COMPLETE
LN00768,COMPLETE
LN00769,COMPLETE
LN00770,COMPLETE
LN00771,COMPLETE
LN00772,COMPLETE
LN00773,COMPLETE
LN00774,COMPLETE
LN00775,COMPLETE
LN00776,COMPLETE
LN00777,COMPLETE
LN00778,COMPLETE
LN00779,COMPLETE
LN00780,COMPLETE
LN00781,COMPLETE
LN00782,COMPLETE
LN00783,COMPLETE
LN00784,COMPLETE
LN00785,COMPLETE
LN00786,COMPLETE
LN00787,COMPLETE
LN00788,COMPLETE
LN00789,COMPLETE
LN00790,COMPLETE
LN00791,COMPLETE
LN00792,COMPLETE
LN00793,COMPLETE
LN00794,COMPLETE
LN00795,COMPLETE
LN00796,COMPLETE
LN00797,COMPLETE
LN00798,COMPLETE
LN00799,COMPLETE
LN00800,COMPLETE
LN00801,COMPLETE
LN00802,COMPLETE
LN00803,COMPLETE
LN00804,COMPLETE
LN00805,COMPLETE
LN00806,COMPLETE
LN00807,COMPLETE
LN00808,COMPLETE
LN00809,COMPLETE
LN00810,COMPLETE
LN00811,COMPLETE
LN00812,COMPLETE
LN00813,COMPLETE
LN00814,COMPLETE
LN00815,COMPLETE
LN00816,COMPLETE
LN00817,COMPLETE
LN00818,COMPLETE
LN00819,COMPLETE
LN00820,COMPLETE
LN00821,COMPLETE
LN00822,COMPLETE
LN00823,COMPLETE
LN00824,COMPLETE
LN00825,COMPLETE
LN00826,COMPLETE
LN00827,COMPLETE
LN00828,COMPLETE
LN00829,COMPLETE
LN00830,COMPLETE
LN00831,COMPLETE
LN00832,COMPLETE
LN00833,COMPLETE
LN00834,COMPLETE
LN00835,COMPLETE
LN00836,COMPLETE
LN00837,COMPLETE
LN00839,COMPLETE
LN00840,COMPLETE
LN00841,COMPLETE
LN00842,COMPLETE
LN00843,COMPLETE
LN00844,COMPLETE
LN00845,COMPLETE
LN00846,COMPLETE
LN00847,COMPLETE
LN00848,COMPLETE
LN00849,COMPLETE
LN00850,COMPLETE
LN00851,COMPLETE
LN00852,COMPLETE
LN00853,COMPLETE
LN00854,COMPLETE
LN00855,COMPLETE
LN00856,COMPLETE
LN00857,COMPLETE
LN00858,COMPLETE
LN00859,COMPLETE
LN00860,COMPLETE
LN00861,COMPLETE
LN00862,COMPLETE
LN00863,COMPLETE
LN00864,COMPLETE
LN00865,COMPLETE
LN00866,COMPLETE
LN00868,COMPLETE
LN00869,COMPLETE
LN00870,COMPLETE
LN00871,COMPLETE
LN00872,COMPLETE
LN00873,COMPLETE
LN00874,COMPLETE
LN00875,COMPLETE
LN00876,COMPLETE
LN00877,COMPLETE
LN00878,COMPLETE
LN00879,COMPLETE
LN00880,COMPLETE
LN00881,COMPLETE
LN00882,COMPLETE
LN00883,COMPLETE
LN00884,COMPLETE
LN00885,COMPLETE
LN00886,COMPLETE
LN00887,COMPLETE
LN00888,COMPLETE
LN00889,COMPLETE
LN00890,COMPLETE
LN00891,COMPLETE
LN00892,COMPLETE
LN00893,COMPLETE
LN00894,COMPLETE
LN00895,COMPLETE
LN00896,COMPLETE
LN00897,COMPLETE
LN00898,COMPLETE
LN00899,COMPLETE
LN00900,COMPLETE
LN00901,COMPLETE
LN00902,COMPLETE
LN00903,COMPLETE
LN00904,COMPLETE
LN00905,COMPLETE
LN00906,COMPLETE
LN00907,COMPLETE
LN00908,COMPLETE
LN00909,COMPLETE
LN00910,COMPLETE
LN00911,COMPLETE
LN00912,COMPLETE
LN00913,COMPLETE
LN00914,COMPLETE
LN00915,COMPLETE
LN00916,COMPLETE
LN00917,COMPLETE
LN00918,COMPLETE
LN00919,COMPLETE
LN00920,COMPLETE
LN00921,COMPLETE
LN00922,COMPLETE
LN00923,COMPLETE
LN00924,COMPLETE
LN00925,COMPLETE
LN00926,COMPLETE
LN00927,COMPLETE
LN00928,COMPLETE
LN00929,COMPLETE
LN00930,COMPLETE
LN00931,COMPLETE
LN00932,COMPLETE
LN00933,COMPLETE
LN00934,COMPLETE
LN00935,COMPLETE
LN00936,COMPLETE
LN00937,COMPLETE
LN00938,COMPLETE
LN00939,COMPLETE
LN00940,COMPLETE
LN00941,COMPLETE
LN00942,COMPLETE
LN00943,COMPLETE
LN00944,COMPLETE
LN00945,COMPLETE
LN00946,COMPLETE
LN00947,COMPLETE
LN00948,COMPLETE
LN00949,COMPLETE
LN00950,COMPLETE
LN00951,COMPLETE
LN00952,COMPLETE
LN00953,COMPLETE
LN00954,COMPLETE
LN00955,COMPLETE
LN00956,COMPLETE
LN00957,COMPLETE
LN00958,COMPLETE
LN00959,COMPLETE
LN00960,COMPLETE
LN00961,COMPLETE
LN00962,COMPLETE
LN00963,COMPLETE
LN00964,COMPLETE
LN00965,COMPLETE
LN00966,COMPLETE
LN00967,COMPLETE
LN00968,COMPLETE
LN00969,COMPLETE
LN00970,COMPLETE
LN00971,COMPLETE
LN00972,COMPLETE
LN00973,COMPLETE
LN00974,COMPLETE
LN00975,COMPLETE
LN00976,COMPLETE
LN00977,COMPLETE
LN00978,COMPLETE
LN00979,COMPLETE
LN00980,COMPLETE
LN00981,COMPLETE
LN00982,COMPLETE
LN00983,COMPLETE
LN00984,COMPLETE
LN00985,COMPLETE
LN00986,COMPLETE
LN00987,COMPLETE
LN00988,COMPLETE
LN00989,COMPLETE
LN00990,COMPLETE
LN00991,COMPLETE
LN00992,COMPLETE
LN00993,COMPLETE
LN00994,COMPLETE
LN00995,COMPLETE
LN00996,COMPLETE
LN00997,COMPLETE
LN00998,COMPLETE
LN00999,COMPLETE
LN01000,COMPLETE
LN01001,COMPLETE
LN01002,COMPLETE
LN01003,COMPLETE
LN01004,COMPLETE
LN01005,COMPLETE
LN01006,COMPLETE
LN01007,COMPLETE
LN01008,COMPLETE
LN01009,COMPLETE
LN01010,COMPLETE
LN01011,COMPLETE
LN01012,COMPLETE
LN01013,COMPLETE
LN01014,COMPLETE
LN01015,COMPLETE
LN01016,COMPLETE
LN01017,COMPLETE
LN01018,COMPLETE
LN01019,COMPLETE
LN01020,COMPLETE
LN01021,COMPLETE
LN01022,COMPLETE
LN01023,COMPLETE
LN01024,COMPLETE
LN01025,COMPLETE
LN01026,COMPLETE
LN01027,COMPLETE
LN01028,COMPLETE
LN01029,COMPLETE
LN01030,COMPLETE
LN01032,COMPLETE
LN01033,COMPLETE
LN01034,COMPLETE
LN01035,COMPLETE
LN01036,COMPLETE
LN01037,COMPLETE
LN01038,COMPLETE
LN01039,COMPLETE
LN01040,COMPLETE
LN01041,COMPLETE
LN01042,COMPLETE
LN01043,COMPLETE
LN01044,COMPLETE
LN01045,COMPLETE
LN01046,COMPLETE
LN01047,COMPLETE
LN01048,COMPLETE
LN01049,COMPLETE
LN01050,COMPLETE
LN01051,COMPLETE
LN01052,COMPLETE
LN01053,COMPLETE
LN01054,COMPLETE
LN01055,COMPLETE
LN01056,COMPLETE
LN01057,COMPLETE
LN01058,COMPLETE
LN01059,COMPLETE
LN01060,COMPLETE
LN01061,COMPLETE
LN01062,COMPLETE
LN01063,COMPLETE
LN01064,COMPLETE
LN01065,COMPLETE
LN01066,COMPLETE
LN01067,COMPLETE
LN01068,COMPLETE
LN01069,COMPLETE
LN01070,COMPLETE
LN01071,COMPLETE
LN01072,COMPLETE
LN01073,COMPLETE
LN01074,COMPLETE
LN01075,COMPLETE
LN01076,COMPLETE
LN01077,COMPLETE
LN01078,COMPLETE
LN01079,COMPLETE
LN01080,COMPLETE
LN01081,COMPLETE
LN01082,COMPLETE
LN01083,COMPLETE
LN01084,COMPLETE
LN01085,COMPLETE
LN01086,COMPLETE
LN01087,COMPLETE
LN01088,COMPLETE
LN01089,COMPLETE
LN01090,COMPLETE
LN01091,COMPLETE
LN01092,COMPLETE
LN01093,COMPLETE
LN01094,COMPLETE
LN01095,COMPLETE
LN01096,COMPLETE
LN01097,COMPLETE
LN01098,COMPLETE
LN01099,COMPLETE
LN01100,COMPLETE
LN01101,COMPLETE
LN01102,COMPLETE
LN01103,COMPLETE
LN01104,COMPLETE
LN01105,COMPLETE
LN01106,COMPLETE
LN01107,COMPLETE
LN01108,COMPLETE
LN01109,COMPLETE
LN01110,COMPLETE
LN01111,COMPLETE
LN01112,COMPLETE
LN01113,COMPLETE
LN01114,COMPLETE
LN01115,COMPLETE
LN01116,COMPLETE
LN01117,COMPLETE
LN01118,COMPLETE
LN01119,COMPLETE
LN01120,COMPLETE
LN01121,COMPLETE
LN01122,COMPLETE
LN01123,COMPLETE
LN01124,COMPLETE
LN01125,COMPLETE
LN01126,COMPLETE
LN01127,COMPLETE
LN01128,COMPLETE
LN01129,COMPLETE
LN01130,COMPLETE
LN01131,COMPLETE
LN01132,COMPLETE
LN01133,COMPLETE
LN01135,COMPLETE
LN01136,COMPLETE
LN01137,COMPLETE
LN01138,COMPLETE
LN01139,COMPLETE
LN01140,COMPLETE
LN01141,COMPLETE
LN01142,COMPLETE
LN01143,COMPLETE
LN01144,COMPLETE
LN01145,COMPLETE
LN01146,COMPLETE
LN01147,COMPLETE
LN01148,COMPLETE
LN01149,COMPLETE
LN01150,COMPLETE
LN01151,COMPLETE
LN01152,COMPLETE
LN01153,COMPLETE
LN01154,COMPLETE
LN01155,COMPLETE
LN01156,COMPLETE
LN01157,COMPLETE
LN01158,COMPLETE
LN01159,COMPLETE
LN01160,COMPLETE
LN01161,COMPLETE
LN01162,COMPLETE
LN01163,COMPLETE
LN01164,COMPLETE
LN01165,COMPLETE
LN01166,COMPLETE
LN01167,COMPLETE
LN01168,COMPLETE
LN01169,COMPLETE
LN01170,COMPLETE
LN01171,COMPLETE
LN01172,COMPLETE
LN01173,COMPLETE
LN01174,COMPLETE
LN01175,COMPLETE
LN01176,COMPLETE
LN01177,COMPLETE
